Plant_ID,Date,Water_Consumption_m3,Steam_Usage_Ton,Power_Usage_MWh,Waste_Treated_m3,Boiler_Temperature_C,Turbine_Efficiency_%,Chiller_Utilization_%,CO2_Emissions_Ton,pH_Level_Water,Conductivity_uS,Cooling_Tower_Efficiency_%,Energy_Cost_USD,Maintenance_Cost_USD,Downtime_Minutes,Alarm_Count,Recycle_Water_Used_m3,External_Water_Use_m3,Ambient_Temperature_C,Humidity_%,Water_Leakage_m3,Efficiency_Index,Operator_ID
PLT001,2023-08-11 00:00:00,520.68,207.79,1074.68,263.01,448.09,78.54,60.72,48.25,7.05,529.32,58.83,12012.63,522.88,98,7.0,70.03,438.79,32.79,43.79,2.8,94.84,OP1002
PLT002,2023-08-11 01:00:00,629.67,200.17,1070.09,339.06,433.68,76.33,64.0,43.57,7.36,495.8,65.98,11836.76,319.06,28,4.0,112.3,444.68,34.01,44.53,8.14,89.94,OP1001
PLT001,2023-08-11 02:00:00,474.69,229.72,1128.92,312.53,472.28,76.06,72.5,44.81,7.21,415.47,71.52,14181.2,429.63,105,9.0,112.67,424.34,31.0,56.83,4.66,98.71,OP1001
PLT005,2023-08-11 03:00:00,531.13,177.5,1129.68,328.85,461.44,87.98,82.19,58.74,6.33,435.67,77.22,11652.63,421.35,65,3.0,84.02,300.04,39.3,38.81,1.19,92.07,OP1001
PLT003,2023-08-11 04:00:00,562.29,209.71,747.65,277.75,459.57,82.43,80.96,48.46,7.6,457.97,75.36,10415.89,624.16,89,2.0,109.39,427.92,36.77,44.19,7.7,87.28,OP1003
PLT001,2023-08-11 05:00:00,473.85,192.8,921.51,250.94,452.19,87.39,69.68,38.06,6.65,454.11,72.01,11204.43,410.48,118,5.0,80.93,421.29,29.35,58.19,5.91,87.07,OP1002
PLT004,2023-08-11 06:00:00,378.74,,1010.92,310.9,452.75,81.94,83.26,33.75,6.85,755.85,86.98,11191.8,362.69,103,0.0,93.07,392.5,29.87,52.13,4.61,88.51,OP1002
PLT003,2023-08-11 07:00:00,534.78,156.29,888.02,314.24,451.47,83.63,80.55,48.84,6.85,456.22,57.14,11737.69,575.06,103,9.0,104.47,383.09,34.23,71.31,8.81,83.39,OP1004
PLT004,2023-08-11 08:00:00,503.97,194.71,994.26,339.72,438.89,88.62,81.96,59.84,6.88,550.33,79.31,11143.3,449.15,51,3.0,127.65,398.07,31.97,50.46,6.02,82.69,OP1003
PLT001,2023-08-11 09:00:00,515.57,214.56,922.63,301.54,441.01,90.43,73.45,36.14,6.77,428.09,69.57,14001.49,371.7,28,7.0,145.71,409.52,42.25,38.12,4.71,90.62,OP1001
PLT003,2023-08-11 10:00:00,502.74,184.11,958.59,313.11,449.92,88.78,76.14,56.48,7.23,409.53,69.38,15457.57,529.9,2,9.0,94.45,382.54,38.2,36.12,4.02,96.95,OP1001
PLT004,2023-08-11 11:00:00,557.99,198.91,1167.34,331.55,450.7,82.16,75.17,72.99,6.88,338.71,90.05,10993.58,421.58,96,6.0,99.09,441.77,35.48,57.87,4.6,90.53,OP1004
PLT005,2023-08-11 12:00:00,495.12,201.0,1123.07,296.19,463.0,74.24,63.71,49.76,6.82,519.2,75.46,13706.53,438.0,40,4.0,85.83,352.68,35.89,37.32,4.73,87.13,OP1002
PLT005,2023-08-11 13:00:00,608.54,206.73,1002.98,295.95,439.91,77.06,79.3,58.65,7.38,361.08,50.02,11165.65,520.96,56,7.0,68.8,430.86,33.7,59.19,0.92,94.25,OP1001
PLT001,2023-08-11 14:00:00,534.9,178.21,912.19,263.56,483.7,85.77,86.02,47.96,7.05,618.5,59.13,10084.91,563.94,10,5.0,146.83,352.79,38.11,47.13,4.34,90.54,OP1002
PLT003,2023-08-11 15:00:00,550.57,190.31,1034.56,308.6,460.37,81.16,79.35,58.09,7.32,708.54,84.72,10678.32,472.94,13,2.0,94.88,362.41,28.88,48.77,4.6,91.16,OP1002
PLT002,2023-08-11 16:00:00,500.33,209.89,786.14,271.56,452.37,78.43,75.59,52.11,6.65,558.09,67.32,11716.9,477.82,1,2.0,84.34,388.16,42.25,55.76,6.54,87.9,OP1001
PLT003,2023-08-11 17:00:00,515.54,214.88,1067.8,332.26,443.63,87.38,71.83,55.0,7.21,533.58,71.61,11822.49,412.27,58,8.0,93.14,455.53,33.75,53.1,4.4,89.97,OP1001
PLT005,2023-08-11 18:00:00,415.52,203.45,1058.43,314.41,438.2,95.68,70.66,47.62,6.78,772.52,45.21,10240.97,574.24,85,6.0,117.88,392.11,42.99,47.96,6.71,80.44,OP1002
PLT004,2023-08-11 19:00:00,471.15,193.14,884.23,261.6,456.24,84.61,67.95,53.78,6.74,559.21,59.21,12077.88,399.99,119,8.0,94.28,309.82,33.3,47.15,7.6,95.46,OP1004
PLT002,2023-08-11 20:00:00,553.88,201.88,1135.7,278.72,447.38,79.68,79.34,62.26,6.99,554.64,69.39,14875.36,606.58,25,0.0,111.17,402.94,39.45,36.06,5.66,81.6,OP1004
PLT001,2023-08-11 21:00:00,496.66,216.85,942.38,303.7,451.49,83.9,85.53,56.76,6.77,614.0,73.33,13947.93,544.37,55,5.0,118.76,402.32,41.34,41.69,6.97,81.03,OP1002
PLT002,2023-08-11 22:00:00,443.76,204.03,910.35,261.26,453.58,79.36,68.91,52.62,7.22,441.77,66.3,11099.26,570.2,32,0.0,103.89,432.68,38.31,41.49,7.46,92.49,OP1002
PLT001,2023-08-11 23:00:00,465.79,176.39,1019.59,317.27,438.51,85.1,78.08,54.25,6.53,423.86,72.2,14355.4,527.68,15,4.0,91.47,369.45,43.37,52.07,4.73,90.8,OP1004
PLT002,2023-08-12 00:00:00,465.39,177.52,870.17,289.39,448.73,89.8,69.09,54.84,6.99,363.56,72.7,15068.43,398.54,47,3.0,75.12,304.91,26.66,50.35,9.07,91.81,OP1002
PLT001,2023-08-12 01:00:00,498.05,200.73,915.58,281.86,459.78,85.99,71.63,50.31,7.58,562.66,67.87,10010.06,401.64,65,0.0,114.88,351.96,35.1,61.16,7.75,97.32,OP1001
PLT001,2023-08-12 02:00:00,458.29,166.82,1037.04,361.78,457.44,84.11,62.93,44.61,7.03,579.42,53.64,11140.57,570.07,17,2.0,86.85,422.61,42.35,29.45,5.12,88.2,OP1003
PLT002,2023-08-12 03:00:00,571.15,215.85,956.82,286.05,439.74,86.25,77.08,53.46,6.87,365.9,79.37,13820.54,559.52,55,8.0,97.01,372.91,33.76,57.32,5.88,77.57,OP1002
PLT002,2023-08-12 04:00:00,510.41,181.44,1143.19,342.46,455.68,78.39,75.38,49.74,6.78,528.32,82.06,11476.63,579.68,54,8.0,75.28,393.09,38.4,52.08,2.26,90.38,OP1003
PLT001,2023-08-12 05:00:00,430.22,176.88,846.43,339.66,451.08,88.1,70.38,37.22,6.87,516.78,65.12,10250.1,355.21,23,7.0,101.14,376.75,31.78,56.44,3.93,83.97,OP1002
PLT005,2023-08-12 06:00:00,576.81,233.76,1011.47,341.31,455.86,84.43,64.13,50.03,6.78,361.42,79.31,12406.03,596.61,113,9.0,108.16,367.79,31.97,69.5,3.54,86.27,OP1001
PLT002,2023-08-12 07:00:00,497.71,189.77,1101.9,274.66,442.12,86.15,87.65,46.91,6.66,443.71,84.89,11711.78,447.78,41,8.0,105.45,361.73,33.19,43.82,5.38,87.6,OP1001
PLT003,2023-08-12 08:00:00,525.3,205.67,1081.23,291.06,455.73,88.14,74.53,60.16,7.72,437.45,69.65,12333.75,498.28,23,0.0,93.27,355.84,38.99,57.79,9.58,96.0,OP1001
PLT004,2023-08-12 09:00:00,515.34,211.97,932.4,330.79,446.68,83.19,93.46,58.62,6.89,341.39,63.72,11364.48,518.65,17,6.0,116.47,441.26,39.63,54.47,3.49,91.57,OP1004
PLT001,2023-08-12 10:00:00,520.87,229.03,1184.26,294.5,446.71,87.42,77.68,51.3,7.13,597.55,57.98,12533.85,536.3,76,1.0,117.26,314.83,41.29,63.23,2.74,95.72,OP1001
PLT001,2023-08-12 11:00:00,482.82,188.14,814.56,284.22,471.77,87.71,76.75,38.16,6.78,425.72,75.05,10248.01,418.45,79,3.0,111.61,366.83,27.97,57.76,1.55,102.9,OP1003
PLT004,2023-08-12 12:00:00,516.54,203.54,997.51,336.38,451.52,84.84,80.66,,6.86,501.96,69.58,12566.11,473.4,39,7.0,121.97,367.14,29.81,75.16,2.56,86.66,OP1001
PLT005,2023-08-12 13:00:00,492.54,197.61,1093.26,294.64,446.25,92.49,84.02,53.07,6.89,534.72,62.18,12563.82,283.83,33,2.0,118.42,340.05,32.25,43.5,0.35,86.36,OP1004
PLT004,2023-08-12 14:00:00,518.11,247.97,1122.75,332.13,471.24,78.44,84.48,47.91,6.73,564.82,63.46,11206.89,399.61,90,8.0,92.55,381.67,34.04,51.28,5.83,92.91,OP1001
PLT002,2023-08-12 15:00:00,490.71,159.55,910.76,310.63,447.28,87.41,89.32,42.23,6.86,733.19,83.26,13759.51,469.1,81,6.0,98.68,423.71,30.26,59.18,6.43,93.59,OP1004
PLT004,2023-08-12 16:00:00,485.5,196.79,1015.34,291.13,463.09,77.03,76.17,53.77,6.98,554.26,60.66,12874.07,446.12,88,9.0,121.64,375.37,35.23,63.11,2.3,77.2,OP1002
PLT001,2023-08-12 17:00:00,426.9,199.65,1080.3,215.16,462.68,81.87,75.59,35.74,7.39,590.62,80.47,12308.62,742.53,112,9.0,123.84,524.72,27.78,42.04,3.33,99.03,OP1003
PLT004,2023-08-12 18:00:00,499.74,197.78,983.54,291.84,446.39,84.5,60.58,49.2,7.19,417.48,62.52,11108.23,421.84,29,8.0,74.2,409.97,35.99,53.61,5.16,87.08,OP1004
PLT003,2023-08-12 19:00:00,511.23,171.11,881.22,322.78,431.34,80.6,67.69,52.53,7.33,572.7,68.72,11551.2,340.24,67,8.0,85.34,457.24,32.72,63.76,2.55,89.19,OP1002
PLT002,2023-08-12 20:00:00,592.44,162.91,828.63,277.18,472.27,88.25,71.51,42.95,7.21,596.51,55.32,14540.09,541.35,43,2.0,112.01,412.06,29.59,62.75,3.92,88.6,OP1001
PLT004,2023-08-12 21:00:00,523.97,169.18,934.83,257.31,447.66,92.94,70.71,41.78,7.04,553.57,64.59,9519.91,469.11,24,8.0,130.61,357.19,37.07,30.7,6.06,94.4,OP1003
PLT001,2023-08-12 22:00:00,463.77,217.25,944.97,307.33,465.41,91.71,55.0,53.33,6.76,535.13,65.42,12032.41,303.83,9,7.0,108.05,474.13,34.63,51.91,7.27,96.71,OP1001
PLT002,2023-08-12 23:00:00,449.27,199.66,924.34,279.2,446.02,84.44,79.32,55.53,6.78,418.46,75.15,11188.28,448.59,13,7.0,96.49,496.67,28.12,43.26,3.78,92.71,OP1004
PLT001,2023-08-13 00:00:00,513.37,,1186.53,257.4,449.91,93.57,68.5,69.52,7.07,350.09,89.54,11302.33,455.46,49,,110.83,535.93,25.19,48.62,3.26,90.31,OP1003
PLT005,2023-08-13 01:00:00,462.75,228.64,1055.78,341.63,436.77,83.11,84.34,31.66,6.99,548.83,72.39,11325.77,307.45,15,2.0,120.03,399.3,42.31,47.49,2.12,95.89,OP1001
PLT003,2023-08-13 02:00:00,471.58,239.27,971.47,304.68,429.69,90.87,74.53,57.95,7.56,312.24,56.38,13286.53,474.6,63,0.0,118.33,371.42,40.53,47.62,4.4,86.92,OP1003
PLT005,2023-08-13 03:00:00,462.59,206.02,977.95,320.08,481.39,80.15,78.11,42.17,6.92,638.74,73.87,9831.57,391.62,87,3.0,98.29,429.54,43.05,62.38,6.37,89.51,OP1002
PLT003,2023-08-13 04:00:00,483.57,208.54,983.97,275.36,472.32,74.64,74.0,49.05,7.48,524.36,79.04,12694.37,624.34,49,9.0,140.76,398.19,31.81,63.71,3.76,104.22,OP1002
PLT004,2023-08-13 05:00:00,536.81,201.78,1059.58,294.3,453.87,86.87,60.37,75.0,6.91,401.99,66.42,13270.57,490.73,77,6.0,73.65,372.47,42.23,51.91,2.68,93.82,OP1001
PLT002,2023-08-13 06:00:00,400.51,187.46,892.22,322.76,473.86,88.06,76.82,45.23,6.8,567.03,69.69,10242.4,755.62,96,0.0,90.93,402.92,25.47,61.16,2.83,92.53,OP1002
PLT004,2023-08-13 07:00:00,564.73,163.39,904.41,288.78,429.03,92.37,83.83,57.52,7.16,546.39,63.38,12566.74,596.57,8,6.0,93.78,346.41,42.23,58.85,5.61,88.38,OP1004
PLT003,2023-08-13 08:00:00,489.79,178.35,997.44,232.47,481.29,89.48,60.49,43.03,7.63,531.01,73.47,9691.19,584.28,61,4.0,99.59,454.39,31.66,71.09,6.99,91.0,OP1002
PLT003,2023-08-13 09:00:00,468.3,198.91,724.22,289.47,431.55,88.32,70.91,45.28,6.69,599.56,64.82,12854.62,421.31,27,2.0,60.34,400.82,31.23,50.65,4.17,93.68,OP1001
PLT003,2023-08-13 10:00:00,544.39,211.51,919.25,297.48,450.85,91.49,55.3,57.43,7.27,378.89,63.95,13852.21,514.1,51,2.0,102.36,500.07,39.51,33.56,4.03,89.98,OP1002
PLT001,2023-08-13 11:00:00,489.69,195.36,1089.75,320.57,476.79,77.35,67.05,25.87,6.81,461.72,75.32,13992.09,573.93,98,3.0,98.5,393.78,35.01,38.66,5.28,87.06,OP1002
PLT002,2023-08-13 12:00:00,447.66,198.1,1078.83,300.83,445.15,84.05,59.48,52.33,7.16,515.68,67.31,13075.29,522.0,51,5.0,119.45,447.4,33.26,39.43,5.83,86.0,OP1002
PLT004,2023-08-13 13:00:00,423.91,200.88,839.11,285.23,438.71,85.98,69.72,44.24,6.87,458.55,77.4,13046.13,661.7,27,0.0,111.15,419.83,40.41,56.32,4.9,91.85,OP1002
PLT004,2023-08-13 14:00:00,534.77,202.12,988.94,279.48,454.58,86.87,85.31,57.69,7.02,437.12,83.93,11971.91,526.71,48,3.0,122.07,352.66,28.0,51.25,7.34,89.81,OP1003
PLT005,2023-08-13 15:00:00,537.99,188.26,867.72,332.05,470.03,87.32,80.58,52.02,7.49,390.07,58.71,9716.8,587.42,113,3.0,87.92,270.17,32.99,58.21,4.22,93.92,OP1001
PLT003,2023-08-13 16:00:00,479.35,208.26,923.65,333.46,456.59,83.46,75.74,71.9,6.99,648.93,63.88,13962.34,453.29,48,5.0,84.11,535.25,39.17,56.87,2.8,85.7,OP1004
PLT003,2023-08-13 17:00:00,566.07,177.75,937.05,256.66,454.39,88.47,69.74,45.82,7.07,557.94,65.99,13813.62,457.11,30,1.0,66.63,414.62,30.48,63.77,6.16,95.89,OP1004
PLT003,2023-08-13 18:00:00,501.79,206.13,1065.5,316.23,420.39,92.41,63.36,57.89,6.67,567.65,62.44,12477.18,481.77,45,6.0,117.63,435.42,34.84,37.94,6.6,82.46,OP1004
PLT004,2023-08-13 19:00:00,566.4,169.63,1093.49,258.34,437.65,81.56,74.14,40.66,7.26,396.84,72.56,12764.68,381.81,1,1.0,86.67,275.12,42.45,46.53,5.88,94.47,OP1001
PLT005,2023-08-13 20:00:00,452.13,176.12,948.71,328.43,445.11,71.84,67.76,39.21,6.84,424.81,79.31,12714.97,361.6,37,0.0,86.85,439.67,30.66,60.69,5.94,86.62,OP1003
PLT001,2023-08-13 21:00:00,446.01,185.65,848.71,311.03,441.72,97.94,63.55,35.4,6.62,609.74,80.21,11963.74,572.32,110,5.0,69.24,452.12,32.12,59.11,5.13,87.61,OP1004
PLT002,2023-08-13 22:00:00,474.32,203.89,819.36,332.43,434.34,82.18,62.35,32.14,6.26,492.1,65.47,13483.65,615.81,67,5.0,108.66,492.07,35.89,59.65,6.1,86.72,OP1004
PLT001,2023-08-13 23:00:00,480.02,204.72,1112.83,316.74,446.66,80.28,76.28,53.98,6.63,679.28,70.52,10565.09,542.71,98,9.0,131.59,392.61,33.87,36.69,5.79,94.64,OP1002
PLT004,2023-08-14 00:00:00,557.55,182.99,971.25,250.07,447.91,75.51,73.18,32.26,6.74,540.53,78.92,11315.4,570.78,23,9.0,75.73,374.8,35.15,53.49,5.03,100.9,OP1004
PLT003,2023-08-14 01:00:00,514.67,171.63,978.16,308.06,435.25,85.8,84.31,58.96,6.31,396.13,58.08,14244.72,563.46,96,1.0,106.32,401.93,40.71,41.74,3.55,84.47,OP1001
PLT002,2023-08-14 02:00:00,462.04,224.12,884.39,336.58,465.5,84.74,73.59,52.72,7.36,580.63,86.17,11554.2,533.7,70,1.0,91.44,418.95,32.57,41.08,4.93,94.73,OP1001
PLT004,2023-08-14 03:00:00,500.56,201.33,1091.07,341.9,444.29,93.35,88.03,67.29,7.58,325.42,64.65,11782.93,331.03,102,8.0,112.33,278.15,29.39,46.09,3.85,89.21,OP1004
PLT004,2023-08-14 04:00:00,478.6,197.26,1060.24,260.12,454.98,84.21,72.43,43.36,7.35,681.31,60.83,11565.15,600.78,50,2.0,137.92,396.37,27.94,49.28,5.36,85.47,OP1004
PLT004,2023-08-14 05:00:00,459.81,207.28,956.11,282.08,446.18,90.77,79.45,61.03,6.93,529.96,64.98,11989.59,431.65,103,5.0,78.98,421.46,29.6,56.56,8.02,95.43,OP1002
PLT002,2023-08-14 06:00:00,496.01,180.92,906.2,336.15,456.15,83.83,80.58,56.94,6.86,510.21,61.89,13491.29,592.94,13,4.0,97.65,456.11,37.03,38.19,3.82,88.2,OP1001
PLT002,2023-08-14 07:00:00,490.46,221.42,1017.35,302.96,423.7,79.2,84.83,22.51,7.01,476.9,64.94,11746.64,504.82,33,7.0,104.13,442.79,42.62,43.52,7.32,92.19,OP1003
PLT005,2023-08-14 08:00:00,461.72,,813.67,324.4,441.87,79.98,101.03,41.95,6.85,422.98,79.68,10864.33,552.79,47,8.0,110.36,411.13,49.84,57.12,2.85,97.65,OP1003
PLT005,2023-08-14 09:00:00,461.18,194.33,1048.03,304.91,427.26,84.8,94.03,39.23,6.27,596.66,74.09,15697.07,393.99,67,,101.58,387.39,32.5,37.06,4.3,94.04,OP1004
PLT001,2023-08-14 10:00:00,540.73,198.76,968.7,263.97,440.37,82.09,51.67,47.87,6.96,440.55,69.71,11188.48,475.46,54,8.0,77.71,345.79,34.43,57.63,4.94,90.31,OP1001
PLT002,2023-08-14 11:00:00,521.17,195.21,1017.57,314.2,430.13,80.89,71.27,41.65,7.0,582.72,61.83,13324.99,614.7,116,8.0,87.93,402.14,29.72,45.82,5.81,92.03,OP1003
PLT002,2023-08-14 12:00:00,547.18,226.66,995.6,343.54,456.15,89.27,73.46,58.06,7.52,606.29,62.39,11071.51,560.33,94,6.0,83.06,482.07,45.91,49.75,2.99,91.44,OP1004
PLT002,2023-08-14 13:00:00,485.81,208.63,1084.28,287.97,461.53,79.57,76.62,57.06,6.61,463.96,72.7,11644.23,644.49,104,9.0,106.34,411.52,38.27,46.78,1.18,85.49,OP1002
PLT005,2023-08-14 14:00:00,445.61,210.85,1090.64,302.14,463.48,82.29,73.93,53.13,7.12,408.01,68.69,12675.14,555.58,49,9.0,106.49,319.43,36.09,55.8,3.89,88.64,OP1004
PLT004,2023-08-14 15:00:00,471.3,201.38,1103.76,234.57,443.72,90.1,79.8,38.38,6.68,480.8,48.96,12526.24,387.43,76,4.0,107.52,441.08,35.62,48.89,5.97,91.73,OP1004
PLT003,2023-08-14 16:00:00,551.37,200.0,1009.69,282.15,451.45,85.94,92.82,35.14,6.83,458.09,58.64,10802.89,583.64,74,5.0,84.47,393.9,32.26,75.37,7.54,78.73,OP1002
PLT005,2023-08-14 17:00:00,419.98,237.58,991.8,303.01,446.83,87.42,60.82,52.34,7.31,602.84,65.49,12843.7,505.86,53,1.0,128.94,440.81,33.8,42.81,2.4,88.11,OP1003
PLT002,2023-08-14 18:00:00,572.24,192.75,932.12,292.43,428.53,98.94,79.41,53.24,6.56,619.28,77.63,12294.71,317.04,34,7.0,87.15,376.4,29.54,60.45,2.19,83.71,OP1004
PLT005,2023-08-14 19:00:00,444.49,204.39,941.36,284.7,471.63,79.62,66.87,50.27,7.29,436.11,55.46,10642.38,490.94,3,4.0,83.17,435.59,33.22,51.19,2.42,94.34,OP1001
PLT001,2023-08-14 20:00:00,538.98,241.23,1034.89,267.7,423.27,77.09,76.1,61.43,6.8,483.82,63.58,9944.41,540.44,70,4.0,118.51,362.08,29.49,40.08,5.55,90.5,OP1004
PLT002,2023-08-14 21:00:00,448.98,226.54,1001.49,253.27,430.67,92.87,88.5,64.57,7.06,619.66,69.15,12715.37,444.78,59,5.0,118.5,388.44,34.28,42.87,4.47,88.66,OP1002
PLT001,2023-08-14 22:00:00,470.24,207.59,1121.51,360.72,430.97,82.04,68.01,39.34,6.95,470.2,82.82,14127.48,433.94,18,9.0,103.56,363.55,44.03,50.53,6.19,85.06,OP1002
PLT002,2023-08-14 23:00:00,397.13,169.8,976.43,324.53,460.24,87.8,68.41,54.46,7.04,489.39,68.5,11680.16,509.66,94,2.0,120.04,374.81,28.51,43.09,5.54,84.95,OP1003
PLT005,2023-08-15 00:00:00,592.69,243.38,856.05,314.36,426.83,86.75,86.96,34.58,7.04,379.87,83.17,10792.5,712.76,48,2.0,100.12,409.38,33.2,34.56,2.43,94.22,OP1002
PLT004,2023-08-15 01:00:00,528.74,195.19,1014.64,284.06,447.08,85.07,108.42,47.88,6.87,306.31,67.36,12719.18,492.85,114,8.0,93.44,381.73,29.78,37.33,8.19,89.41,OP1004
PLT003,2023-08-15 02:00:00,531.68,201.68,1092.63,276.19,463.8,84.5,70.76,,7.22,533.71,86.35,15069.71,416.8,27,9.0,97.3,399.11,38.34,40.66,3.26,92.46,OP1001
PLT001,2023-08-15 03:00:00,475.36,220.64,1051.18,299.9,444.47,87.74,73.85,59.48,7.45,615.85,67.74,11165.82,550.81,117,2.0,97.57,314.34,34.87,47.77,5.74,95.92,OP1002
PLT005,2023-08-15 04:00:00,453.46,195.88,,259.1,432.04,89.1,63.77,53.1,7.39,675.33,81.9,16202.37,370.26,79,8.0,115.99,508.58,36.08,62.09,6.46,85.11,OP1002
PLT004,2023-08-15 05:00:00,538.83,204.25,1100.94,305.21,441.03,80.92,90.67,52.71,7.2,562.49,59.98,12168.63,564.49,15,1.0,93.79,313.14,32.93,63.42,6.62,88.83,OP1003
PLT005,2023-08-15 06:00:00,439.84,201.29,1020.95,290.92,428.38,89.72,78.76,59.19,6.26,408.25,63.73,12377.91,446.28,33,3.0,83.09,398.7,33.77,47.9,3.33,95.14,OP1001
PLT001,2023-08-15 07:00:00,491.64,192.73,835.3,321.08,434.01,84.81,74.72,66.7,6.87,455.19,59.93,11587.05,421.69,84,9.0,107.89,472.67,30.09,47.45,4.68,88.15,OP1004
PLT003,2023-08-15 08:00:00,437.46,207.03,,253.2,464.17,91.59,85.74,66.5,6.78,377.83,74.1,9834.95,539.22,87,4.0,128.15,353.5,33.85,41.11,6.45,85.94,OP1002
PLT005,2023-08-15 09:00:00,506.2,187.32,1027.99,306.37,450.28,80.25,77.66,54.79,7.09,579.52,70.18,12726.06,452.9,52,9.0,117.34,397.53,27.57,51.51,5.26,94.55,OP1003
PLT002,2023-08-15 10:00:00,404.15,177.27,987.37,295.28,462.26,87.92,81.9,68.45,6.94,419.74,59.37,14906.41,535.65,44,9.0,93.92,331.22,38.85,45.21,3.16,89.54,OP1004
PLT004,2023-08-15 11:00:00,425.97,210.82,877.46,312.37,456.88,86.64,74.31,46.4,6.67,502.5,63.55,10521.62,346.36,55,1.0,127.64,384.24,27.22,57.2,5.38,83.21,OP1003
PLT005,2023-08-15 12:00:00,457.01,225.03,920.04,276.13,470.84,86.78,74.95,63.69,7.2,468.33,63.33,9487.73,521.4,95,0.0,101.96,371.82,44.44,59.0,6.68,86.99,OP1004
PLT004,2023-08-15 13:00:00,530.74,185.15,815.43,273.87,436.09,86.55,66.32,67.14,7.07,456.36,73.21,12837.39,296.84,55,9.0,79.89,440.64,42.74,65.8,6.66,94.24,OP1001
PLT002,2023-08-15 14:00:00,473.43,189.47,946.2,256.56,435.67,80.06,71.75,58.53,7.17,167.74,71.9,11145.53,594.02,83,8.0,91.63,365.25,35.03,37.66,8.42,88.74,OP1002
PLT003,2023-08-15 15:00:00,549.18,,939.65,233.8,435.63,86.9,76.55,46.91,7.1,611.59,64.31,12096.83,533.41,4,6.0,115.74,452.81,34.27,34.55,1.81,85.38,OP1001
PLT003,2023-08-15 16:00:00,575.03,200.12,987.49,343.76,450.87,83.06,72.16,65.59,7.27,412.37,63.73,13768.77,604.35,117,5.0,64.62,420.17,35.76,51.14,3.58,78.58,OP1001
PLT002,2023-08-15 17:00:00,484.57,160.56,1156.16,359.95,476.19,82.59,86.17,46.04,6.73,513.4,55.71,9627.58,367.89,65,6.0,125.85,427.5,34.27,45.61,2.56,92.63,OP1003
PLT004,2023-08-15 18:00:00,426.08,191.52,1095.61,307.81,432.49,75.35,72.84,39.7,6.66,479.16,59.98,11398.86,653.75,78,2.0,87.79,377.55,34.85,47.39,4.11,87.02,OP1001
PLT005,2023-08-15 19:00:00,548.28,235.9,1003.4,331.14,453.43,83.53,70.77,57.0,7.23,581.73,71.6,12049.58,491.32,72,1.0,121.4,319.77,31.12,65.55,2.81,84.25,OP1003
PLT002,2023-08-15 20:00:00,422.92,227.95,924.38,273.43,451.16,90.3,73.66,50.51,7.04,771.69,73.59,13031.56,460.19,73,0.0,118.12,361.21,33.85,53.56,3.98,94.85,OP1003
PLT001,2023-08-15 21:00:00,454.84,234.09,884.82,289.79,440.88,82.46,70.21,47.43,7.25,361.64,57.02,12763.13,680.29,91,7.0,83.34,305.54,34.1,41.14,2.5,86.78,OP1003
PLT004,2023-08-15 22:00:00,414.95,212.35,1106.82,298.23,437.33,85.15,83.67,59.45,6.77,318.81,70.91,11140.0,492.04,55,0.0,104.53,364.71,34.07,41.87,6.41,93.55,OP1004
PLT003,2023-08-15 23:00:00,548.16,189.36,871.62,285.73,437.43,78.19,78.25,65.27,6.58,531.75,85.89,11854.59,502.89,89,0.0,109.23,347.3,31.29,35.83,2.48,92.09,OP1004
PLT002,2023-08-16 00:00:00,528.6,205.13,883.14,322.65,401.8,77.75,75.13,38.35,6.75,343.24,71.71,10715.19,409.92,8,9.0,97.73,337.85,41.33,62.65,6.12,94.35,OP1003
PLT003,2023-08-16 01:00:00,580.91,211.97,1256.48,312.53,443.43,86.82,88.53,63.75,7.06,568.23,77.64,12218.47,467.37,84,2.0,111.1,413.52,38.85,52.27,8.17,91.05,OP1001
PLT004,2023-08-16 02:00:00,477.94,193.42,980.14,318.46,467.01,81.92,74.41,38.76,6.83,416.17,61.07,14012.17,661.92,60,7.0,118.44,479.86,40.43,61.85,1.42,86.28,OP1003
PLT003,2023-08-16 03:00:00,458.8,165.51,1207.49,351.96,442.29,85.74,74.48,37.18,6.87,496.46,63.8,12103.13,508.55,16,5.0,100.71,409.08,27.49,56.06,3.94,91.06,OP1002
PLT002,2023-08-16 04:00:00,473.76,,964.57,267.74,433.2,93.21,69.44,46.99,6.3,467.11,67.48,10612.93,559.93,67,1.0,98.17,406.59,26.81,60.74,1.27,96.02,OP1003
PLT004,2023-08-16 05:00:00,433.36,191.03,1124.71,265.22,417.45,89.91,62.88,44.7,6.55,560.2,74.82,8540.5,569.0,109,5.0,78.44,366.64,34.9,49.77,4.17,94.96,OP1004
PLT001,2023-08-16 06:00:00,571.43,212.53,1026.75,295.1,471.44,75.99,80.6,53.54,6.75,372.4,72.89,11914.02,369.56,6,8.0,107.54,426.35,40.29,45.03,5.13,94.97,OP1004
PLT002,2023-08-16 07:00:00,668.83,168.38,930.24,304.53,462.79,81.2,62.11,45.47,6.7,473.99,54.7,13100.64,518.0,35,2.0,100.5,438.28,34.79,36.75,5.03,86.46,OP1002
PLT005,2023-08-16 08:00:00,463.81,187.17,910.68,331.84,455.52,87.14,74.99,44.04,6.93,564.79,89.63,12600.86,561.36,108,4.0,139.51,344.98,37.36,62.35,3.62,92.63,OP1001
